username,userid,profile_location,created_at,text,retweet_count,source,coordinates,,
THEE NW Magpie (Kerrygold Consumer For Years),470351587,"Tacoma, WA",1/21/2023 8:49,"@cbr_OLU I've done it too.  ?��  Really, you *should* praise yourself.  There's nothing wrong with it, and anyone els??https://t.co/9DfoR3nzpM",0,Twitter Web App,,,
Classified Document,1.30344E+18,,1/21/2023 8:11,@afrosabi good take. Although I'd like to see 'em get food education including cooking skill as part of the food stamp program.,0,TweetDeck,,,
Michael Curran,1.51982E+18,"Tacoma, WA",1/21/2023 6:54,"@sam_d_1995 Their gas is much more expensive, and soccer is the favored sport. If you like it so much,  move there.??https://t.co/1IL7A2sy7y",0,Twitter Web App,,,
D0M,1.35013E+18,,1/21/2023 5:36,"Clean car, gas in the tank, bills paid, food on the table, roof over my head, clothes on my back - no complaints ?��?��",0,Twitter for iPhone,,,
nick james,1.3959E+18,"Tacoma, WA",1/21/2023 5:31,"Read """"It's a huge list"": Iowa GOP bill would ban people on food stamps from buying fresh meat ??and more' on Smart??https://t.co/shNP26nX7J",1,Twitter for iPhone,,,
Michelle Flamm,264010343,"Seattle, WA",1/21/2023 4:16,"@Vetaro Oh yeah when I take him to the vet they actually don't believe me he's 13, he's got 0 health issues his jum??https://t.co/zgQHl2CFnO",0,Twitter for Android,,,
Tacos Mirrey,1.37132E+18,"Edgewood, WA",1/21/2023 3:03,"?�� TMRW 4:30pm-7:30pm @ Top Down Brewing - Food Truck Schedule (15355 Main St E, 98390)",0,StreetFoodFinder.com,,,
Schlemiellionaire,270592010,"Tacoma, WA",1/21/2023 2:13,@Ancommiey We all end up eating fast food sometimes yeah but I wouldn?�t share that with strangers on the internet??https://t.co/dhg2fpFvcH,0,Twitter for iPhone,,,
Maxx0000,1.42731E+18,"University Place, WA",1/21/2023 1:29,@DBeekman @southtacoma Great food too,0,Twitter for iPhone,,,
Uncle Sebastian,1.03844E+18,"Tacoma, WA",1/21/2023 0:17,Average british reaction to food with flavor https://t.co/nKAw5KuL5B,0,Twitter for Android,,,
?��Cornan Cobinson?��,8.51989E+17,"Tacoma, WA",1/20/2023 23:37,Angel Food Cake is happy to be home ?�️ https://t.co/jqeH8mJs49,0,Twitter for Android,,,
Emergency Food Netwk,61803735,"Lakewood, WA",1/20/2023 22:55,Emergency Food Network is seeking a part-time Seasonal Farm Assistant. Please submit a resume or application to job??https://t.co/BSUdKcHTp3,0,Loomly,,,
Mister Eric,1.43429E+18,"Tacoma, WA",1/20/2023 21:36,"I tried the 'Dark is Night' fragrance sample today. Which is described as ""The woodiness of patchouli blends with t??https://t.co/2rHz7Y6ETI",0,Twitter Web App,,,
k?��?��,2257857805,"Lakewood, WA",1/20/2023 21:06,Here I am munching out with my kids cause they prefer snacks over food ?��,0,Twitter for iPhone,,,
Sabrina?�s Street Melts Mobile Eatery,1.33998E+18,"Edgewood, WA",1/20/2023 20:34,"?�� Today (1/20) from ?�� 4:30pm-7:30pm
?�� Top Down Brewing - Food Truck Schedule (15355 Main St E, 98390)

ORDER ONLINE??https://t.co/3yujPLgauh",0,StreetFoodFinder.com,,,
Corinne Vail,23101281,"Tacoma, Washington",1/20/2023 20:32,"Most pub menus share some common items: fish and chips, bangers and mash, hamburgers, meat pies, and even fajitas h??https://t.co/mBWV2VH83X",0,Missinglettr,,,
Andy Willo,379951723,Fife,1/20/2023 20:22,"@Vic_Gill did he get some street food, feel very pleased for a while then not so much?  Ours does that too often",0,Twitter Web App,,,
Deb Lara,1661280607,"Tacoma, WA, USA",1/20/2023 19:14,Foods - being biological materials - exhibit variations in composition; therefore a database cannot accurately pred??https://t.co/963DrR1dBV,0,EdgeTheory,,,
Miss Aird H.E,1.16463E+18,Fife,1/20/2023 19:10,So many options for pupils to progress within Home Economics @ViewforthHS. Have a look at our course choice posters??https://t.co/ECvxQU3UsQ,1,Twitter Web App,,,
Mary Bridge,65702224,"Tacoma, WA",1/20/2023 18:59,"Mealtime can be a struggle for parents and children alike, for a variety of reasons. Our Mary Bridge Children's hea??https://t.co/kOzFRlYe2F",0,Sprout Social,,,
Tacoma News Tribune,8983922,"Tacoma, WA",1/20/2023 18:40,"The Kentucky company makes all kinds of alcohol products under about 400 different labels, including its best-selle??https://t.co/AaVlkfAodw",0,True Anthem,,,
The Duke of Hazard Pay,3628620853,Tacoma,1/20/2023 18:34,@ninaturner Laws meant to those who see someone buy a steak with food stamps and are obligated to go home and write??https://t.co/ftucxBOmYM,0,Twitter for Android,,,
Mary zemke,557412901,"Tacoma, WA",1/20/2023 18:03,@kelly_ques Mexican food,0,Twitter for iPhone,,,
Nourish Pierce Co.,264301167,"Tacoma, WA",1/20/2023 18:00,"As food fads entered the 1980's, the need in our community for food banks expanded. The mission of Nourish remained??https://t.co/CHirWW8uFO",0,Hootsuite Inc.,,,
Jcast,1.41035E+18,"Tacoma, WA",1/20/2023 17:38,@NickKnudsenUS Those same groceries 2 yrs ago would of cost $80 under Trump. Under the Biden Crime Regime everythin??https://t.co/cSFIN0PjdP,0,Twitter for iPhone,,,
Joe,9.94388E+17,"Tacoma, WA",1/20/2023 17:13,@tencor_7144 Stuff like this is why I can?�t take Republicans seriously as a governing party. If you want to adjust??https://t.co/ippykEICn0,0,Twitter for iPhone,,,
Steven Johnson,21605324,"Tacoma, WA",1/20/2023 16:54,Visceral Food Marketing Works #Restaurants #ChainRestaurants #ConvenienceStores #Deli #Cofffee #Foodservice??https://t.co/nZtEvHpQk7,0,Twitter Web App,,,
Litachi,322836484,"Tacoma, WA",1/20/2023 16:46,They eat beans and toast for breakfast. I refuse to let anyone from the UK slander American food https://t.co/GbQe9pxlDR,0,Twitter for Android,,,
?��Cornan Cobinson?��,8.51989E+17,"Tacoma, WA",1/20/2023 16:36,"if anyone has given up the rights to judge another's food, it's the British https://t.co/p4rwtaoWnr",0,Twitter for Android,,,
Puddin' Pie!,120487135,"Tacoma, WA",1/20/2023 14:46,@kiwigolfrentals @StuiesCars @LukeCal88 @Pink @jacindaardern You golf. Acres of well manicured lawn for a handful o??https://t.co/kVItmpMJuf,0,Twitter for Android,,,
Sabrina?�s Street Melts Mobile Eatery,1.33998E+18,"Edgewood, WA",1/20/2023 14:03,"?�� Today 4:30pm-7:30pm @ Top Down Brewing - Food Truck Schedule (15355 Main St E, 98390)",0,StreetFoodFinder.com,,,
lucille balldontlie ?�🏼‍�?�?21998156,HILLTOP TACOMA,1/20/2023 9:28,"@cjcephasneil @xtomlongx Nahhhhh you dead wrong, this one of the finest fast food burgers ever created https://t.co/zR2riVVpas",0,Twitter for iPhone,,,,
Andy Willo,379951723,Fife,1/20/2023 7:54,@ScottishGlow what sort of spectrometer?  I was listening to a program about food safety that was talking about poc??https://t.co/iB9M7pYsvb,0,Twitter Web App,,,
"Oh Look, Sports",2852046724,"Tacoma, WA",1/20/2023 7:41,Guy next to me on the light rail is wearing a white jacket and white pants and all I want to ask is ?�How do you eat food???0,Twitter for iPhone,,,,
ThunderousBlairHorn,162698708,"Tacoma, WA",1/20/2023 6:20,"@NeuroRebel Literally making food right now because I'm like, ""Bitch, when did you eat last?"" to myself, and could not answer myself.?��?��",0,Twitter Web App,,,
The Velcro Strap ??1398463254448332803,"Tacoma, WA",1/20/2023 4:10,"@notcapnamerica Trying to mess up food stamps as much as they mess up wic, it is rediclous and makes it harder for??https://t.co/nxHZspym4D",0,Twitter for iPhone,,,,
Rachel ?��?��,22100010,"Tacoma, WA",1/20/2023 3:43,"Dear everyone, but especially door dash drivers: please don?�t ever fuck with a fat girl?�s food. If you?�ve noticed t??https://t.co/U9k9mhHLbV",0,Twitter for iPhone,,,
kes,3148359548,tacoma ,1/20/2023 3:42,do you ever order one food and three beverages or are you boring?,0,Twitter for iPhone,,,
?��Veetutu,36133089,206?��,1/20/2023 2:57,@MadScientistFF They bring me food every time they cook,0,Twitter for iPhone,,,
Steven Johnson,21605324,"Tacoma, WA",1/20/2023 2:38,2023 Top 10 Grocerant Prepared Food Trends #Food #Beverage #CStores #Restaurants #Grocerant #FoodserviceSolutions??https://t.co/W8svcC7JBK,0,Twitter Web App,,,
Sabrina?�s Street Melts Mobile Eatery,1.33998E+18,"Edgewood, WA",1/20/2023 2:03,"?�� TMRW 4:30pm-7:30pm @ Top Down Brewing - Food Truck Schedule (15355 Main St E, 98390)",0,StreetFoodFinder.com,,,
w Latham,1.43755E+18,"Tacoma, WA",1/20/2023 1:51,@iamrhondamary Eat raw food only,0,Twitter for iPhone,,,
hotbodgaf,1.2078E+18,"Tacoma, WA",1/20/2023 1:43,Some of y?�all don?�t need to be eating fast food,0,Twitter for iPhone,,,
nɯn???ɹ,77010144,"Tacoma, WA",1/20/2023 1:29,"@Perofeta92 ?��?�� that?�s how it usually goes. We say that one day, the next day you?�re on a date??eating good food lol",0,Twitter for iPhone,,,
Zay ?��,3060531584,"Tacoma, WA",1/20/2023 1:24,@MeatrollKoota bet just putting a few things together once i get more feed back i'll prolly start doing plates of food too just depends,0,Twitter for iPhone,,,
SpaceHusky ?��️‍�?2328418718,"Denver, CO",1/20/2023 0:22,@HugoThePinkCat I hold the opinion that England's bad food reputation is a recent thing in part from the rationing??https://t.co/v6ivR07Snm,0,Twitter for Android,,,,
Ⱡ₳??245538696,Jaydolf Inslee Territory,1/19/2023 23:58,@IamTeriRenee Nice. I still like their food. Just take about 2hrs to get your order but still good lol,0,Twitter for iPhone,,,,
Steven Johnson,21605324,"Tacoma, WA",1/19/2023 23:42,Grocerants Making Dallas a we bit better @RonRuggless  https://t.co/M10kcpTEpf,0,Twitter Web App,,,
Craig,23226622,"Tacoma, WA",1/19/2023 22:57,"@AaronCampeau I?�ve went to Camp Bar before, it?�s pub food. Also Fujiya, Japanese place. Both were solid.",0,Twitter for iPhone,,,
E-Shark-Girl,332658528,"Tacoma, WA",1/19/2023 22:38,@CosmonautMarcus The guy reacted to potatoes like he was watching someone pour in dry wall. I?�m not convinced he knows what food is.,0,Twitter for iPhone,,,
Matthew Gravelyn,14164970,"Tacoma, WA",1/19/2023 21:23,I hate when people go to a fancy restaurant and feign outrage when food is expensive and small portions. You walked??https://t.co/QTlP5WIkHF,0,Twitter Web App,,,
Shinin?�Life,9.61477E+17,"Tacoma, WA",1/19/2023 20:55,@ChaoticMonkey La Rancherita food truck on north Pearl and 46th is amazing!!!,0,Twitter for iPhone,,,
@Willisblessed,821697770,"Tacoma, WA",1/19/2023 20:54,I just moved to ATL what?�s some of the most inspirational people out here oh and best food spots ?��,1,Twitter for iPhone,,,
MonkeyThing1,1.0915E+18,"Tacoma, WA",1/19/2023 20:49,@ChaoticMonkey Just had lunch at Doyle's Pub!!! Awesome food and a quite place to take a break! https://t.co/BeXx2Gnjri,0,Twitter for Android,,,
Sean Gilman,625849778,"Tacoma, WA",1/19/2023 20:49,"@shinbowi3 It?�s the frozen kind, so not as good as their food court. But still OK.",0,Twitter for iPhone,,,
Schlemiellionaire,270592010,"Tacoma, WA",1/19/2023 19:58,@suzylebo @againstgrmrs @StephenKing 41 states have legalized medical cannabis. 23 states have laws for recreationa??https://t.co/37pmoTDUbb,0,Twitter for iPhone,,,
RenMoku ?�� | ??420044813,Eastside Tacoma,1/19/2023 19:35,@TR3_Pound Real mf food!!!,0,Twitter for iPhone,,,,
tacomacc,15110194,"Tacoma, WA",1/19/2023 18:50,ALL TCC students are welcome to visit the Max &amp; Margi Harned Titan Food Pantry in Building 17! Inventory varies fro??https://t.co/WDByDDfAjb,0,Twitter Web App,,,
Nourish Pierce Co.,264301167,"Tacoma, WA",1/19/2023 18:00,"As food fads entered the 1980's, the need in our community for food banks expanded. The mission of Nourish remained??https://t.co/DiGKGxnpF7",0,Hootsuite Inc.,,,
Steven Johnson,21605324,"Tacoma, WA",1/19/2023 17:02,Digital Food Messaging Is the Foundation for Food Marketing in 2023 #Food #Beverage #Restaurants #Grocery??https://t.co/JtNNlSi4TY,0,Twitter Web App,,,
Love potion #9,128652294,,1/19/2023 16:30,"Someone told me the symbolism of this story was to emphasize how ""insta foodie"" culture has really ruined the food??https://t.co/Fi9xPyuugD",0,Twitter for Android,,,
Austin Nichols,1615653134,"University Place, WA",1/19/2023 16:23,I saw the new food guide?�wow.,0,Twitter for iPhone,,,
Emergency Food Netwk,61803735,"Lakewood, WA",1/19/2023 16:02,"Get in the mood to donate food.

#emergencyfoodnetwork #efn #emergencyfood #emergencyfoodsupply #donatetoday??https://t.co/ZGvwpz23ZV",0,Loomly,,,
Perry Paints,64963760,"Tacoma, WA",1/19/2023 14:57,That ngh @Keith_lee135 a real inspiration. What he?�s doing with food in Vegas I?�m tryin do with art/music. Really showing us it?�s possible.,3,Twitter for iPhone,,,
Unapologetic,1.59767E+18,Tacoma WA,1/19/2023 14:56,"@SunChaser5280 @9NEWS I honestly quit a couple of years ago.  Like zero fast food, or anything out of a box.  Feels??https://t.co/52JBG5ZbHU",0,Twitter Web App,,,
Barbara L. Sellers,185521759,"Tacoma, WA",1/19/2023 10:35,Pay attention: Did you know China plans to hoard 70 percent of the world's survival food supply? https://t.co/3mAVVs933l,0,Twitter Web App,,,
Chris,1.0977E+18,"Tacoma, WA",1/19/2023 9:48,"@angeIbbyaura As awesome as topless dickrates will be, I hope you take a good amount of time just hanging out befor??https://t.co/LyLzLVbqlK",0,Twitter for Android,,,
Matthew Miller,1.58645E+18,"Tacoma, WA",1/19/2023 5:00,@GreenhornGrove @TimRunsHisMouth @POTUS Had to be people there to make sure the food wasn?�t tainted,0,Twitter for iPhone,,,
King for Every Day,1.59527E+18,"Tacoma, WA",1/19/2023 4:16,"@Jayecane Oh Jaye. I feel like I been gone for a month. Life gets intense, no?  So how are you?  You doing good rig??https://t.co/Q2ZSZKWd6j",0,Twitter for iPhone,,,
Cammi ?�� ?�� post-MAGfest blues,24840602,"Tacoma, WA",1/19/2023 2:18,"Then 4 days into my new job, everyone is kicked out of the office due to lockdown and i had a few days off while th??https://t.co/ONe51q4XGx",0,Twitter for Mac,,,
?��Justin Ellis?��,1.60254E+18,"Tacoma, WA",1/19/2023 2:17,I like the idea of robots delivering food. Seems efficient and safe,0,Twitter for iPhone,,,
Mark O. Martin,303598509,"Tacoma, Washington",1/19/2023 1:46,@darkmicrobio Just bribe the imaginary friend with food your F1 hates (which is the imaginary friend?�s favorite).,0,Twitter for iPhone,,,
Professional Noun,1.58599E+18,"Lakewood, WA",1/19/2023 0:55,@TrumpIsBack7 Animal fats as bases for food and cosmetics. Cough* seed oils are killing you* that includes most salad dressings.,0,Twitter for iPhone,,,
Patricia Sully,2718432404,"Tacoma, WA",1/18/2023 23:13,Here's my hot middle-aged take: let people like what they like without commentary. No one is making you paint your??https://t.co/iH6xWceJmb,0,Twitter Web App,,,
Moo Motter,7.17404E+17,Fife,1/18/2023 22:26,"@darrengrimes_ The health professionals won't be happy until we are eating a healthy diet, bar the ""rabbit food"" do??https://t.co/euyTrdk30j",0,Twitter for Android,,,
Spk Fox,7.42885E+17,"Tacoma, WA",1/18/2023 22:22,"If y'all don't remember getting Tampico, food bank trips, them off brand fruit roll ups, white bread instead of bun??https://t.co/jrp2BOmeBE",3,Twitter for Android,,,
Classified Document,1.30344E+18,,1/18/2023 22:14,"@mbillips @Super70sSports harvest, baby food. whatever. ?��?��?��",0,TweetDeck,,,
"Jeff, Continental Champ",1.10594E+18,"Tacoma, WA",1/18/2023 21:50,"Some food for thought for Pac-12 basketball fans - efficiency margin in league play, via @kenpomeroy. 

(SOS is con??https://t.co/MMvYGH2FYz",1,Twitter for iPhone,,,
Phil Kadath,9.51149E+17,"Tacoma, Washington, USA",1/18/2023 21:06,@DanielS42245695 @AnIllicitWriter @laurenboebert The blue states would starve without the food the red states produ??https://t.co/ReAZrYPq01,0,Twitter for Android,,,
Posh ?�HOODRIAH??Mattel,1.28421E+18,House of Mattel,1/18/2023 20:16,In her home in her bed EATING HER FOOD!? That lady deserves everything Shakira does to her! https://t.co/8U5e1pyhYG,0,Twitter for iPhone,,,
Jeromy Krom,39174939,"Tacoma, WA",1/18/2023 19:45,@SkibaScubaShop This is why Europeans think ?�American food??is bad,0,Twitter for iPhone,,,
Coordinated Care,985870950,"Tacoma, WA",1/18/2023 19:33,We?�re thrilled to announce our 2022 One Million Meals Campaign was a success! We provided over 4.3 million meals ac??https://t.co/LYsf4ioMH9,2,Khoros Publishing,,,
Nourish Pierce Co.,264301167,"Tacoma, WA",1/18/2023 18:40,"As food fads entered the 1980's, the need in our community for food banks expanded. The mission of Nourish remained??https://t.co/pnEv0Xy9Wp",0,Hootsuite Inc.,,,
Ron Stevenson,33279492,Seattle/Tacoma,1/18/2023 18:08,"There are 3,248 bars in San Francisco. But there?�s only one Seahawks bar in the city. 
https://t.co/KsVGfOh64u",0,Twitter Web App,,,
J,1.54832E+18,"Tacoma, WA",1/18/2023 15:48,@eric_crocker @jtuck151 Would be disrespectful if they had catered dinner. They would have been too distracted by t??https://t.co/DDcaxJMbeh,0,Twitter for iPhone,,,
John Hay,144546127,"Fife, ",1/18/2023 15:28,@Emdubya79 @JeremyVineOn5 @MickWhelanASLEF @IainDale @MarinaPurkiss @theJeremyVine We will all be worm food before that happens,0,Twitter for Android,,,
Sound Accounts,9.14618E+17,"University Place, Washington",1/18/2023 15:16,"Look out for occasional food costs from eating out or ordering in, along with content marketing and membership fees??https://t.co/1mSSfvOWxx",0,Missinglettr,,,
Fife Tourism Partnership,180739149,Fife,1/18/2023 8:44,We are hosting a series of webinars on key current issues in the tourism industry. A great way of hearing from indu??https://t.co/q99w6VfI9I,1,Twitter Web App,,,
AJ,627924350,"Tacoma, WA",1/18/2023 7:07,Imagine a cereal bar?�kind of like a froyo place but they have tons of different cereals. Like if you?�re craving jus??https://t.co/KY5lUIdXu4,0,Twitter for iPhone,,,
Jen aka Grantifa ??��?��?�️,1.32556E+18,"Tacoma, WA",1/18/2023 5:54,@CBenjaminFord Yum! Sounds like great comfort food.,0,Twitter for iPhone,,,
Cammi ?�� ?�� post-MAGfest blues,24840602,"Tacoma, WA",1/18/2023 4:04,"Kirby's actually a kissing gourami, but most nonfish people won't know what that is and just saying ""fish"" sounds l??https://t.co/DqYuzpmBp4",0,Twitter for Android,,,
Kendra K?��,390052853,"Tacoma, WA 253/206?��?��?��",1/18/2023 3:55,"When they understand estimate you, just show out and let the food do the talking! ?��?��?�🍳�?���🙌🏾🖤🍽�?IG/Snap:ebonysugalove??https://t.co/w85ETq3T7k",0,Twitter for Android,,,
Justin Robinson,22544307,Tacoma,1/18/2023 2:56,@DG_Reports When I did go it was around 3am and the food was quite helpful ?��,0,Twitter for iPhone,,,
Sky Schnitzel,1.3056E+18,"Tacoma, WA",1/18/2023 2:19,"I had someone come into my work today and ask me ?�do you guys TOUCH the meat???
I stared at her. ?�Like?�with our bar??https://t.co/hsg7LObWXS",1,Twitter for iPhone,,,
Drum,43443934,Fife,1/18/2023 1:53,"@RishiSunak Why are you not trying to find a truce? I have never heard the Ukraine guy asking for peace, medical or??https://t.co/gEihuFm5Vm",0,Twitter for Android,,,
Pole Position,2344212918,"Tacoma, WA",1/18/2023 1:38,"Looks good. Sounds good. Tastes great! ?��

#polepositionsportsbar #poleposition # nitroboostburger #burger??https://t.co/6IDL2hLnWw",1,Hootsuite Inc.,,,
toof,336363532,"Tacoma, WA",1/18/2023 1:28,Girly girly gorls have an irrational fear of mold and food safety and can?�t eat food at max 12 hours after being pr??https://t.co/C7NMp4xLn7,0,Twitter for iPhone,,,
tacomacc,15110194,"Tacoma, WA",1/18/2023 0:43,"It's Tuesday night, so a @NourishPierceCo food truck is in TCC Lot F. Stop by until 6:30 to pick up food if you need it!",0,Twitter Web App,,,
Craig Craker,348780183,"Tacoma, WA",1/18/2023 0:26,@connorvndrwyst DQ has the worst food. Just abysmal.,0,Twitter Web App,,,
Clover Park Schools,544416976,"Lakewood, Washington",1/18/2023 0:13,Seeing our CPSD families welcoming the new year with the city of Lakewood?�s New Year New You Welcome Walk was fanta??https://t.co/HviAVBXljk,0,Hootsuite Inc.,,,
Krispyy,1384684050,"Tacoma, WA",1/17/2023 23:08,@Sigils since when did you start making food  ?�� https://t.co/HXukcqXqcY,0,Twitter for iPhone,,,
Jeff Thomas,118524321,"Tacoma, WA",1/17/2023 22:39,"VISITS

The purpose of the visit is to experience campus through your own lens. This can involve academics, teammat??https://t.co/bRv2FdV9zU",0,Twitter Web App,,,
Hurley Wurley,1.19948E+18,"Tacoma, WA",1/17/2023 21:44,@sarinarose4050 @PeetzofmyPizzaa Great resource!  If you are in the states you can usually apply for state assistan??https://t.co/ta39Y3NUUl,0,Twitter Web App,,,
tacomacc,15110194,"Tacoma, WA",1/17/2023 21:24,"Motivational Resource Fair Thursday! Join us in the Building 11 Student Center for food, guest speakers, activities??https://t.co/kehMex0UXx",0,Twitter Web App,,,
elisha michelle,223662918,Tacoma wa ,1/17/2023 20:23,Girl I was hoping we did then here he comes grinding them hips over people food??https://t.co/5LHoB1Eeki,0,Twitter for iPhone,,,
elisha michelle,223662918,Tacoma wa ,1/17/2023 20:22,Girl I was hoping we did then here he comes grinding them hood  over people food??https://t.co/QnpPr3rCU7,0,Twitter for iPhone,,,
Mis Tres Amigos Mexican Restaurant - Lakewood,9.098E+17,"Lakewood, WA",1/17/2023 20:08,"When it comes to great Mexican food, you can always count on Mis Tres Amigos Mexican Restaurant to deliver. https://t.co/8LarC39O6I",0,Main Street Hub,,,
Jenny Anne,1.33424E+18,"Tacoma, WA",1/17/2023 19:22,@RealChrisSays Buy groceries so I don't have to go to the food bank this month and pay bills,0,Twitter for Android,,,
rabbit,1.16878E+18,"Tacoma, WA",1/17/2023 19:06,"@VulcanMorii__ Potatoes, pasta!! Honestly, if you?�re into warm comfort food that would probably be a good place to??https://t.co/pRAVTZ0aNA",0,Twitter for iPhone,,,
Nourish Pierce Co.,264301167,"Tacoma, WA",1/17/2023 18:10,"As food fads entered the 1980's, the need in our community for food banks expanded. The mission of Nourish remained??https://t.co/XWwehlmn93",0,Hootsuite Inc.,,,
Tacoma News Tribune,8983922,"Tacoma, WA",1/17/2023 17:30,On the hunt for a good slice? Try making it at home and using your favorite toppings.  https://t.co/fvjQ6fxgt0,0,True Anthem,,,
nicole ?��,337307461,"Tacoma, WA",1/17/2023 16:56,@Demi_Faas kay soooo we?�re meeting up for some food and a drink right? right ?�� i?�ll be there feb 22-28!,0,Twitter for iPhone,,,
Mum of Warriors ?��?��,2790555116,Fife,1/17/2023 11:19,"Rebekah hates gym. So now I'm planning a conversation tonight to cover again how dangerous low bloods can be, whils??https://t.co/iHsW0wB3kr",0,Twitter for Android,,,
BigBearTheBear,184923675,Tacoma wa,1/17/2023 10:59,It?�s a good delicious new pop corn out by @iamtabithabrown Paul let?�s check it out and be sure to follow me on TikT??https://t.co/6X1Z3OORc4,0,Twitter for iPhone,,,
Climate Action Fife,1.57215E+18,Fife,1/17/2023 10:05,"Grants are available from @UKSustain to help local authorities, businesses and organisations take simple actions to??https://t.co/Yi38nmJY1i",0,Twitter Web App,,,
Ben!,4701550284,"Lakewood, WA",1/17/2023 10:00,"Ate the dinner wife made, it was good. Then had two oatmeal cranberry cookies and a couple chips. Walk upstairs to??https://t.co/KXUtxAlnWY",0,Twitter for Android,,,
THOMAS F FOY,1.60476E+18,"Tacoma, Washington",1/17/2023 9:51,"@ProudElephantUS He wants to control people with anything he can, and food control can be an effective deterrent to resistance.",0,Twitter Web App,,,
Chris,1.0977E+18,"Tacoma, WA",1/17/2023 7:49,@WICK3DWHOR3 Food is good.,0,Twitter for Android,,,
Tera ?��,7.21152E+17,"Tacoma, WA",1/17/2023 6:06,@NWmentality_9 Oh sweetie. I?�m so sorry to have to be the one to tell you this. These food videos are fetish content. Look at the manicure.,0,Twitter for iPhone,,,
Corey Van Hunter,124077080,"Tacoma, WA",1/17/2023 4:54,@Miriam_Kennedy @ZachGreenberger @WonderboyMMA @factormeals Food prep?,0,Twitter for iPhone,,,
Nick Ross,533440920,"Tacoma, WA",1/17/2023 4:03,"@eastland09 Your very welcome, I know how it was when I broke my food and couldn?�t work",0,Twitter for iPhone,,,
kiz boy,1074979748,"Tacoma, WA",1/17/2023 2:07,@CallMeK1123 Fast food. Processed food.  Lobbyists.,0,Twitter for iPhone,,,
Sandy422,1.26543E+18,"tacoma, wa",1/17/2023 1:27,"@BrotherRicky Former member and in their defense, if you pay tithing in the LDS church, you gain access to the chur??https://t.co/arbMAm3Xsi",0,Twitter Web App,,,
Koryn Clay,1.57632E+18,"Tacoma, WA",1/16/2023 23:01,@P5FansAreCringe @henrysaysgoms @UpdatesLizzie @fischybusinesss The food is good there,0,Twitter for iPhone,,,
Richard,23408927,"Tacoma, WA",1/16/2023 22:25,"@MikeSibertRadio Sonic is a fast food chain, you silly goose. https://t.co/T1jtddpC58??https://t.co/eQ7gY7Gdxr",0,Twitter for iPhone,,,
Carl Brooks Jr,1613495856,"Tacoma, WA",1/16/2023 20:45,It's official my new t-shirt brand @makedosnack #snacks #makedosnackt #tshirtdesign #tshirt #fashion #MEALS??https://t.co/uiJSs6m4af,0,Twitter for Android,,,
Deb Lara,1661280607,"Tacoma, WA, USA",1/16/2023 20:19,How to teach your children to enjoy #healthy food: https://t.co/CkYO8X3GNm https://t.co/AziSc4BmU9,0,EdgeTheory,,,
Welcome to Fife,309691417,Fife,1/16/2023 18:01,Did you see the @HairyBikers in #Fife? If you'd like to try some of the delicious food featured the Harbour Cafe ha??https://t.co/Y83f36xC6x,0,Hootsuite Inc.,,,
Nourish Pierce Co.,264301167,"Tacoma, WA",1/16/2023 17:55,"As food fads entered the 1980's, the need in our community for food banks expanded. The mission of Nourish remained??https://t.co/fBL4INq8bv",0,Hootsuite Inc.,,,
vikingshiner,1.31854E+18,"Tacoma, WA",1/16/2023 17:54,@FishOnHookEm1 @mudmonkey253 This was not on a hint. I was driving home from the bus. I think I have food poisoning??https://t.co/ye6ZwttTTC,0,Twitter for Android,,,
MikeSmoovee,3331745960,"University Place, WA",1/16/2023 16:58,@IsabellaMDeLuca affordable food,0,Twitter for iPhone,,,
Nourish Pierce Co.,264301167,"Tacoma, WA",1/16/2023 16:03,"In Recognition of Dr. Martin Luther King Jr. Day, all Nourish Locations are Closed.  For other days and locations,??https://t.co/UlFVayIPiB",0,Hootsuite Inc.,,,
A Girl U Should Know,1.02877E+18,"Tacoma, WA USA",1/16/2023 15:10,"?�� 14/365 We drove by this place, will have to check it out for our book about local diners and burger joints.??https://t.co/IuetrmtO4y",0,Tumblr,,,
A Girl U Should Know,1.02877E+18,"Tacoma, WA USA",1/16/2023 15:09,"14/365 We drove by this place, will have to check it out for our book about local diners and burger joints.??https://t.co/eKxr0YT4V3",0,Twitter Web App,,,
Steven Johnson,21605324,"Tacoma, WA",1/16/2023 13:46,Are Restaurants Loss of Year over Year Customers Counts Caused by Negative Experiences? #Food #Beverage #FoodSales??https://t.co/zlfMYG7iZ7,0,Twitter Web App,,,
Jack Huisinga,1.3561E+18,"Tacoma, WA",1/16/2023 5:31,"@wyonaf @Smilan317 I get follows by femalefirstnamebunchanumbers, few followers, recent account, attractive young A??https://t.co/9s1ZGkqO2I",0,Twitter for iPhone,,,
AllFourHorsemen ?��,1.26736E+18,"University Place, WA",1/16/2023 2:49,"@BlkCappedChicka I ?��neon signs, too. 

When I was 4 or 5 there were still neon signs around from the 1920's in old??https://t.co/0bPOpzSVzN",0,Twitter Web App,,,
Eating Lemons,1.33541E+18,"Tacoma, WA",1/16/2023 2:20,"@RachelHorne19 If it?�s heat, I have to cool down. If it?�s migraine, food, pain killers, peppermint oil, and CBD can help.",0,Twitter for iPhone,,,
